title,price,isbn,publication_year,language,cover_type,pages_number,author_id,publisher_id,book_id,genre,rating
Գլադիատորներ,2990.0,9789939516196,2014.0,Armenian,Hard,48.0,4877,2,12612,Thriller,4.3
Հավերժության օրենքը,4990.0,9789939519753,2016.0,Armenian,Hard,452.0,4878,2,12613,Fiction,4.7
Ծաղիկներ Էլջերնոնի համար,2990.0,9789939760025,2016.0,Armenian,Hard,100.0,1096,2,12614,Fantasy,3.8
Տեղը,2990.0,9789939769936,2017.0,Armenian,Hard,160.0,137,2,12615,Thriller,1.2
Օծանելիք,4990.0,9789939515458,2013.0,Armenian,Hard,328.0,438,2,12616,Non-Fiction,2.3
Նշան,4490.0,9789939518473,2015.0,Armenian,Hard,448.0,4879,2,12617,Science Fiction,1.3
Ճանապարհով գնում է մի մարդ,5990.0,9789939518466,2015.0,Armenian,Hard,776.0,4880,2,12618,Fiction,4.6
Ձախ կողմի վարպետը,4500.0,9789939514918,2013.0,Armenian,Hard,288.0,4881,2,12619,Mystery,3.1
Սև կապիկը,4490.0,9789939519326,2016.0,Armenian,Hard,312.0,2649,2,12620,Fiction,2.2
Հուսարը տանիքի վրա,4950.0,9789939514956,2013.0,Armenian,Hard,472.0,4882,2,12621,Fantasy,0.8
Խաղաղություն,4950.0,9789939514949,2013.0,Armenian,Hard,504.0,4883,2,12622,Non-Fiction,0.5
Խորհրդավոր պարտեզը,5700.0,9789939685175,2017.0,Armenian,Hard,320.0,921,8,12623,Self-Help,3.6
Американская трагедия. Том 1,19800.0,9785699939848,2017.0,Russian,Hard,400.0,114,345,12624,Non-Fiction,2.8
Американская трагедия. Том 2,19800.0,9785699929870,2017.0,Russian,Hard,400.0,114,345,12625,Fantasy,4.0
Зулейха открывает глаза,5100.0,9785170904365,2019.0,Russian,Hard,512.0,810,259,12626,Mystery,0.8
Коллекционер,14800.0,9785699925629,2017.0,Russian,Hard,245.0,1780,35,12627,Science Fiction,3.7
Железный король,19600.0,9785699933044,2017.0,Russian,Hard,272.0,203,35,12628,Biography,1.3
"Дом, в котором. Книга третья: Пустые гнезда",7700.0,9785904584733,2019.0,Russian,Soft,464.0,482,108,12629,Thriller,0.2
Незнакомка,1000.0,9785699702596,2015.0,Russian,Hard,288.0,3296,35,12630,Thriller,2.9
Старик Хоттабыч,2000.0,9785699929689,2016.0,Russian,Hard,320.0,3292,35,12631,Fiction,3.3
Удивительный волшебник страны Оз,1700.0,9785699917358,2016.0,Russian,Hard,224.0,1267,35,12632,Thriller,3.6
Вечера на хуторе близ Диканьки,1500.0,9785699764846,2017.0,Russian,Hard,320.0,682,35,12633,Thriller,2.8
Как муравьишка домой спешил,1800.0,9785699932061,2017.0,Russian,Hard,256.0,2531,35,12634,History,4.2
Հարրի Փոթերը և Ազքաբանի կալանավորը,4900.0,9789939686059,2017.0,Armenian,Hard,464.0,74,8,12635,Biography,3.4
Beat Poets,7800.0,9781841597492,2002.0,English,Hard,256.0,4884,143,12636,Fiction,0.4
Finding My Virginity,10500.0,9780753556139,2018.0,English,Soft,544.0,1228,346,12637,Self-Help,0.5
Losing My Virginity,9500.0,9780753519554,2011.0,English,Soft,608.0,1228,54,12638,Fantasy,4.6
Women,8400.0,9780753518144,2011.0,English,Soft,320.0,1646,53,12639,Biography,3.6
Factotum,7800.0,9780753518151,2009.0,English,Soft,176.0,1646,53,12640,Self-Help,1.5
1Q84,11900.0,9780099578079,2023.0,English,Soft,1328.0,1764,53,12641,Science Fiction,0.7
Short Stories,8900.0,9780749397579,2011.0,English,Soft,624.0,2748,38,12642,Romance,4.7
Sapiens,7900.0,9780099590088,2023.0,English,Soft,512.0,174,53,12643,Science Fiction,1.2
The Wind-Up Bird Chronicle (Vintage Classics),9200.0,9781784875411,2023.0,English,Soft,624.0,1764,53,12644,Mystery,3.4
"Guns, Germs and Steel",9200.0,9781784873639,2019.0,English,Soft,656.0,2042,53,12645,Biography,4.9
"Winesburg, Ohio",7800.0,9780099589082,2016.0,English,Soft,224.0,3663,347,12646,Non-Fiction,3.2
The Grand Design,7700.0,9780553819229,2011.0,English,Soft,256.0,1715,53,12647,Fiction,1.7
Black Holes And Baby Universes And Other,7800.0,9780553406634,1994.0,English,Soft,192.0,1715,143,12648,Biography,0.0
The God Delusion,8100.0,9781784161927,2016.0,English,Soft,496.0,1069,219,12649,Fiction,3.1
Mythologies,6100.0,9780099529750,2009.0,English,Soft,208.0,2366,38,12650,Biography,2.7
21 Lessons for the 21st Century,8900.0,9781784708283,2023.0,English,Soft,432.0,174,54,12651,Mystery,4.7
Empire Of The Ants,7800.0,9780552141123,1997.0,English,Soft,352.0,679,52,12652,Biography,1.4
Vertigo,7600.0,9780099448891,2002.0,English,Soft,272.0,434,38,12653,Mystery,0.8
I Married a Communist,7400.0,9781784875558,2019.0,English,Hard,352.0,1017,38,12654,Romance,1.2
American Pastoral,7800.0,9781784875541,2019.0,English,Soft,448.0,1017,38,12655,Thriller,4.3
Slow Learner: Early Stories,6900.0,9780099532514,1995.0,English,Soft,208.0,1195,38,12656,Science Fiction,1.2
"In Search Of Lost Time, Vol 2",6700.0,9780099362319,1996.0,English,Soft,656.0,939,38,12657,Fiction,4.0
Things: A Story of the Sixties with A Man Asleep,7800.0,9780099541660,2011.0,English,Soft,224.0,2085,38,12658,History,1.7
Killing Commendatore,8200.0,9781784707330,2019.0,English,Soft,608.0,1764,38,12659,Self-Help,0.8
Kafka on the Shore,6400.0,9780099458326,2005.0,English,Soft,512.0,1764,53,12660,History,1.3
Blind Willow Sleeping Woman,7900.0,9780099488668,2007.0,English,Soft,448.0,1764,38,12661,Thriller,1.9
Jazz,6900.0,9780099750918,2010.0,English,Soft,256.0,717,38,12662,Self-Help,0.2
Some Rain Must Fall,8400.0,9780099590187,2016.0,English,Soft,672.0,1363,38,12663,History,2.4
A Death in the Family,8200.0,9780099555162,2013.0,English,Soft,496.0,1363,38,12664,Non-Fiction,3.0
Claudine At School,7100.0,9780099422471,2001.0,English,Soft,240.0,4885,38,12665,Science Fiction,3.5
Claudine And Annie,7800.0,9780099422488,2001.0,English,Soft,160.0,4885,38,12666,History,4.8
The Death Of The Heart,7900.0,9780099276456,1998.0,English,Soft,336.0,4886,38,12667,Self-Help,2.5
Stoner,7900.0,9780099561545,2013.0,English,Soft,320.0,4887,38,12668,Thriller,2.4
The Everything Store: Jeff Bezos and the Age of Amazon,8800.0,9780552167833,2014.0,English,Soft,464.0,4888,45,12669,Self-Help,4.7
The Painted Veil,7800.0,9780099286875,2009.0,English,Soft,224.0,2748,38,12670,Biography,1.4
Sleepy Hollow and Other Stories,5900.0,9781784870294,2016.0,English,Soft,448.0,4064,38,12671,Romance,4.2
Origin,7400.0,9780552174169,2018.0,English,Soft,560.0,517,53,12672,Non-Fiction,1.0
In Watermelon Sugar,7500.0,9780099437598,2002.0,English,Soft,160.0,494,38,12673,Science Fiction,3.3
The Genius and the Goddess,7400.0,9781784870362,2015.0,English,Soft,128.0,228,38,12674,Biography,2.6
W or The Memory of Childhood,7600.0,9780099552352,2011.0,English,Soft,176.0,2085,38,12675,Self-Help,1.4
The Son,6800.0,9780099582144,2015.0,English,Soft,656.0,1238,53,12676,Romance,4.1
Macbeth,7400.0,9780099598060,2018.0,English,Soft,624.0,1238,38,12677,Thriller,0.9
What I Talk About When I Talk About Running,7800.0,9780099526155,2009.0,English,Soft,192.0,1764,53,12678,Mystery,1.7
South of the Border West of the Sun,7200.0,9780099448570,2006.0,English,Soft,192.0,1764,38,12679,Non-Fiction,3.9
Boyhood Island,7200.0,9780099581499,2014.0,English,Soft,496.0,1363,38,12680,Science Fiction,2.9
A Man in Love,8300.0,9780099555179,2014.0,English,Soft,544.0,1363,38,12681,Science Fiction,2.0
My Brief History,6200.0,9780857502636,2018.0,English,Soft,144.0,1715,169,12682,Fantasy,1.2
The Childhood of Jesus,5900.0,9780099581536,2014.0,English,Soft,336.0,4889,38,12683,Mystery,3.4
Diary of a Bad Year,7800.0,9780099516224,2008.0,English,Soft,240.0,4889,38,12684,Non-Fiction,4.7
The Handmaid's Tale,7200.0,9781784873189,2018.0,English,Soft,336.0,451,143,12685,Fiction,4.3
Inferno,7500.0,9780552169585,2014.0,English,Soft,624.0,517,143,12686,Non-Fiction,1.9
Portnoy's Complaint,7200.0,9780099399018,1995.0,English,Soft,272.0,1017,38,12687,Fiction,2.1
God Help the Child,6800.0,9780099555926,2016.0,English,Soft,192.0,717,38,12688,Mystery,4.7
Slow Man,7800.0,9780099490623,2011.0,English,Soft,272.0,4889,38,12689,Thriller,4.3
Who Moved My Cheese,5800.0,9780091816971,2018.0,English,Soft,96.0,776,38,12690,Romance,0.4
Middlemarch,6200.0,9780099516231,2016.0,English,Soft,928.0,385,53,12691,Self-Help,3.3
Sense and Sensibility,5900.0,9780099511557,2011.0,English,Soft,384.0,350,38,12692,Thriller,3.6
Persuasion,5600.0,9780099511175,2008.0,English,Soft,272.0,350,38,12693,Mystery,4.6
Northanger Abbey,5600.0,9780099511878,2011.0,English,Soft,256.0,350,53,12694,Biography,4.0
Mansfield Park,6400.0,9780099511861,2008.0,English,Soft,496.0,350,38,12695,Science Fiction,1.0
Emma,6400.0,9780099511168,2008.0,English,Soft,512.0,350,38,12696,Fantasy,3.5
Money,2600.0,9781784874025,2018.0,English,Soft,144.0,174,53,12697,Biography,3.5
Sisters: Vintage Minis,2600.0,9781784872755,2017.0,English,Soft,80.0,2134,38,12698,Mystery,2.2
Injustice,2600.0,9781784874087,2018.0,English,Soft,128.0,4890,38,12699,Science Fiction,3.9
Rave,2600.0,9781784874049,2018.0,English,Soft,128.0,2669,38,12700,Fantasy,4.0
Austerity,3100.0,9781784874100,2018.0,English,Soft,144.0,3088,53,12701,History,3.5
Friendship,3100.0,9781784874032,2018.0,English,Soft,144.0,4891,38,12702,History,1.8
Motherhood,2900.0,9781784872731,2017.0,English,Soft,128.0,4892,38,12703,Non-Fiction,2.4
Home,2900.0,9781784872687,2017.0,English,Soft,96.0,1029,38,12704,Mystery,4.6
Calm,2600.0,9781784872595,2017.0,English,Soft,112.0,4893,38,12705,Romance,3.2
Race,2600.0,9781784872779,2017.0,English,Soft,144.0,717,38,12706,Fiction,0.2
Summer,2600.0,9781784872922,2016.0,English,Soft,96.0,4894,38,12707,Mystery,3.2
Eating,3100.0,9781784872656,2017.0,English,Soft,144.0,4895,38,12708,Thriller,2.7
Fatherhood,3100.0,9781784872663,2017.0,English,Soft,128.0,1363,38,12709,Romance,2.5
Psychedelics,2900.0,9781784872748,2017.0,English,Soft,80.0,228,38,12710,Mystery,0.9
Babies,2900.0,9781784872588,2017.0,English,Soft,112.0,4896,38,12711,History,0.6
Becoming,18200.0,9780241334140,2023.0,English,Hard,400.0,3125,121,12712,History,0.5
Animal Farm,14300.0,9780241391846,2019.0,English,Hard,176.0,670,54,12713,Self-Help,4.1
Letters to Véra,11200.0,9780141192246,2016.0,English,Soft,864.0,59,53,12714,Science Fiction,2.8
The Tale of Tales,9400.0,9780143129141,2016.0,English,Soft,494.0,1462,53,12715,Biography,1.9
The Lean Startup,10500.0,9780670921607,2022.0,English,Soft,336.0,4897,38,12716,Self-Help,0.8
The Blank Slate,9400.0,9780140276053,2019.0,English,Soft,560.0,1290,38,12717,Biography,4.2
Antifragile,10400.0,9780141038223,2013.0,English,Soft,544.0,191,143,12718,Romance,3.8
The Bed of Procrustes,7800.0,9780141985022,2016.0,English,Soft,176.0,191,45,12719,Fiction,3.1
Eating Animals,7900.0,9780141031934,2011.0,English,Soft,352.0,1642,55,12720,Romance,4.6
An Autobiography,8100.0,9780241986998,2019.0,English,Soft,480.0,1438,45,12721,History,0.8
Like A Thief In Broad Daylight,7800.0,9780141989198,2019.0,English,Soft,240.0,107,45,12722,Thriller,1.3
Collected Poems,7900.0,9780141192260,2013.0,English,Soft,256.0,59,45,12723,History,1.6
The Bastard of Istanbul,7200.0,9780241972908,2015.0,English,Soft,368.0,933,53,12724,Biography,1.3
The Autumn of the Patriarch,7800.0,9780241968635,2014.0,English,Soft,240.0,627,53,12725,Romance,3.3
Heroes,8100.0,9781405940368,2023.0,English,Soft,496.0,1831,45,12726,History,2.7
The Great Gatsby,6900.0,9780241965672,2015.0,English,Soft,208.0,4898,38,12727,History,2.3
The Wych Elm,7400.0,9780241379530,2019.0,English,Soft,528.0,1902,53,12728,Fiction,1.9
The Ministry of Utmost Happiness,6100.0,9780241980767,2018.0,English,Soft,464.0,4899,53,12729,Mystery,0.5
Signifying Rappers,5600.0,9780241968314,2013.0,English,Soft,176.0,1001,45,12730,Non-Fiction,2.6
"Raise High the Roof Beam, Carpenters; Seymour - an Introduction",7500.0,9780241950463,2010.0,English,Hard,160.0,1037,53,12731,Romance,1.3
One Hundred Years of Solitude,8200.0,9780141184999,2023.0,English,Soft,432.0,627,53,12732,Non-Fiction,0.6
Franny and Zooey,7500.0,9780241950449,2010.0,English,Soft,160.0,1037,53,12733,Biography,0.1
The Curious Case of Benjamin Button,6900.0,9780141190198,2023.0,English,Soft,208.0,937,45,12734,Fiction,4.5
Lolita,7200.0,9780241951644,2011.0,English,Soft,368.0,59,53,12735,Biography,2.1
Animal Farm,6200.0,9780241341667,2018.0,English,Soft,128.0,670,53,12736,History,0.7
Animal Farm,6600.0,9780141393056,2013.0,English,Soft,128.0,670,53,12737,Self-Help,1.4
Nineteen Eighty-Four,6600.0,9780241341650,2018.0,English,Soft,320.0,670,38,12738,Non-Fiction,1.7
White Teeth,7800.0,9780241981399,2016.0,English,Soft,560.0,1038,53,12739,Mystery,0.2
Still Me,7800.0,9781405924207,2019.0,English,Soft,512.0,1066,53,12740,Thriller,3.7
Maigret and the Wine Merchant,6800.0,9780241304280,2020.0,English,Soft,176.0,616,53,12741,Fantasy,2.0
Austerlitz,7400.0,9780241984482,2018.0,English,Soft,448.0,434,53,12742,Self-Help,2.1
A Man's Head,6800.0,9780141393513,2015.0,English,Soft,176.0,616,53,12743,Romance,4.3
Tender is the Night,6400.0,9780140282559,2014.0,English,Soft,336.0,937,143,12744,Mystery,1.4
A Sparkly Trail - The Llama Detective,3200.0,9781786907639,2020.0,English,Hard,12.0,4900,348,12745,Fantasy,4.0
Stories of Jesus,7900.0,9781783738090,2017.0,English,Hard,256.0,4901,348,12746,Self-Help,4.5
Trace & Track book - Holidays,5900.0,9781786905505,2019.0,English,Hard,12.0,4902,348,12747,Fiction,4.8
Trace & Track book - Animals,5900.0,9781786905499,2019.0,English,Hard,12.0,4902,348,12748,Non-Fiction,3.2
Trace & Track book - Adventure,5900.0,9781786905482,2019.0,English,Hard,12.0,4902,348,12749,Biography,0.3
Matilda (Colour Edition),9500.0,9780141369365,2016.0,English,Soft,212.0,593,173,12750,Fiction,3.2
Turtles All the Way Down,6200.0,9780141346045,2018.0,English,Soft,400.0,1759,53,12751,Mystery,5.0
King Arthur and His Knights of the Round,7400.0,9780141321011,2008.0,English,Soft,416.0,4903,53,12752,Non-Fiction,2.6
Girl Online: On Tour,7400.0,9780141364223,2016.0,English,Soft,368.0,2861,53,12753,Fiction,2.5
Girl Online: Going Solo,7400.0,9780141372181,2017.0,English,Soft,352.0,2861,53,12754,History,2.7
Girl Online,7500.0,9780141364155,2015.0,English,Soft,384.0,2861,53,12755,Mystery,1.5
The Three Musketeers,7200.0,9780241378489,2019.0,English,Soft,544.0,117,53,12756,Biography,3.6
The Adventures of Huckleberry Finn,6900.0,9780141321097,2008.0,English,Soft,480.0,514,53,12757,History,2.1
Tales of the Greek Heroes,6900.0,9780141325286,2009.0,English,Soft,304.0,4904,173,12758,Fiction,1.5
Pinocchio,7400.0,9780141331645,2011.0,English,Soft,288.0,4641,53,12759,Science Fiction,4.6
Heidi,6400.0,9780141322568,2009.0,English,Soft,336.0,2480,53,12760,Biography,4.8
Մահաբեր ընտրություն,5800.0,9789939921723,2019.0,Armenian,Hard,448.0,4905,1,12761,Thriller,1.7
Կախարդական կոճակներ,4500.0,9789939687650,2020.0,Armenian,Hard,168.0,1525,8,12762,Fantasy,3.1
Մեծ շները վախենում են փոքրիկ աղջիկներից,2990.0,9789939764207,2019.0,Armenian,Hard,32.0,4906,2,12763,Romance,3.3
Բարի կոկորդիլոսը,2990.0,9789939764184,2019.0,Armenian,Hard,32.0,4907,2,12764,Fantasy,4.9
Փոքրիկ Իշխանը - կենդանի գիրք,12990.0,9789939763613,2018.0,Armenian,Hard,60.0,546,2,12765,Fiction,2.6
Սիրանո դը Բերժըրակ,3990.0,9789939764122,2019.0,Armenian,Hard,528.0,4085,2,12766,Self-Help,4.7
Որբերի ամենայն հայոց հայրիկը,3990.0,9789939764344,2019.0,Armenian,Ultrathin,264.0,4908,2,12767,Self-Help,3.4
Պապի դուստրը,3990.0,9789939764146,2019.0,Armenian,Hard,200.0,4909,2,12768,Science Fiction,3.6
Մենք,3490.0,9789939764368,2019.0,Armenian,Hard,344.0,1432,2,12769,History,2.5
Հուշագրություն իմ տխուր պոռնիկների մասին,2990.0,9789939764429,2019.0,Armenian,Hard,192.0,627,2,12770,Fantasy,0.9
"Կաֆկա (Ամերիկա, Կերպարանափոխություն) հատոր 2",5990.0,9789939764603,2019.0,Armenian,Hard,408.0,429,2,12771,Biography,2.9
Թռչող տունը,2200.0,9789939685892,2017.0,Armenian,Soft,104.0,4910,8,12772,History,4.4
"Խոստացա, ես կպատմեմ",2600.0,9789939686004,2017.0,Armenian,Soft,160.0,4911,8,12773,Fantasy,0.6
Битва королей,5900.0,9785170994229,2019.0,Russian,Hard,800.0,1875,11,12774,Self-Help,2.3
Пир стервятников,5900.0,9785170984800,2019.0,Russian,Hard,768.0,1875,11,12775,Fiction,4.4
Противостояние: Ничья земля,6700.0,9785170889372,2011.0,Russian,Hard,136.0,242,11,12776,Thriller,2.9
Флэш. Книга 2: Революция негодяев,9600.0,9785389109766,2016.0,Russian,Hard,176.0,4601,15,12777,Thriller,3.5
Апокрифический трансерфинг 1,3900.0,9785699490158,2011.0,Russian,Soft,320.0,2704,35,12778,History,4.2
"Дом, в котором",9200.0,9785904584696,2022.0,Russian,Hard,960.0,482,108,12779,Self-Help,1.7
Варкрафт: Дуротан,5700.0,9785170969548,2017.0,Russian,Hard,320.0,4697,11,12780,Fantasy,1.2
Բրենդի հեղափոխությունը,4900.0,9789939754239,2019.0,Armenian,Hard,304.0,262,5,12781,Mystery,2.8
Կոմիտասը մանուկներին,18900.0,9789939913490,2019.0,Armenian,Hard,144.0,4433,212,12782,History,2.9
Տարեգիրք Հատոր Գ,11000.0,9789939913483,2018.0,Armenian,Hard,312.0,4433,212,12783,Thriller,2.7
Ալբերտ Էյնշտեյն,4000.0,9789939922515,2019.0,Armenian,Soft,288.0,4912,83,12784,Science Fiction,3.4
Առանց ընտանիքի,6700.0,9789939687520,2019.0,Armenian,Hard,384.0,4335,8,12785,Fiction,2.6
Набросок нового кота и другие несерьезные вещи. Краткий дневник: эссе,1800.0,9785387015519,2019.0,Russian,Soft,192.0,592,81,12786,Self-Help,0.5
Евгений Лансере. Кавказ. Искусство и Путешествия,26500.0,9785387015663,2022.0,Russian,Hard,432.0,4913,81,12787,Non-Fiction,1.5
Италия ностра. Итальянцы у себя дома. Книга 1,5900.0,9785387015694,2022.0,Russian,Soft,224.0,592,81,12788,Non-Fiction,1.6
Арам Хачатурян. Книга-альбом + CD,3700.0,5850506780,2023.0,Russian,Hard,256.0,4914,81,12789,Fiction,3.7
Супермен для масс. Риторика и идеология народного романа,1500.0,9785387015151,2018.0,Russian,Hard,248.0,592,81,12790,Non-Fiction,3.4
Paola. Алфавит Паолы Волковой,6800.0,9785387009907,2018.0,Russian,Hard,216.0,1020,81,12791,Science Fiction,4.6
Энглби,5600.0,9785001310433,2019.0,Russian,Hard,384.0,4915,30,12792,Fantasy,1.6
Французские дети не плюются едой. Секреты воспитания из Парижа,3400.0,9785001311294,2022.0,Russian,Soft,352.0,4916,30,12793,Fantasy,4.3
"Фотография. Почему это шедевр, авт.Уильямс В.",7800.0,9785905891014,2023.0,Russian,Flexible,224.0,4917,30,12794,Thriller,0.6
Ты изменил мою жизнь,4600.0,9785001310600,2019.0,Russian,Hard,224.0,4918,30,12795,Fantasy,3.9
Трудно быть человеком,6100.0,9785001310303,2022.0,Russian,Hard,352.0,591,30,12796,Mystery,3.1
Три этажа,3900.0,9785001311010,2019.0,Russian,Hard,320.0,4919,30,12797,Biography,0.9
Последний шанс,4800.0,9785906837004,2018.0,Russian,Soft,448.0,4920,30,12798,Thriller,1.1
Очень женские дела,5800.0,9785001310778,2019.0,Russian,Soft,240.0,4921,30,12799,Thriller,1.7
Непонятное искусство,7800.0,9785906837424,2022.0,Russian,Soft,464.0,1760,30,12800,Thriller,0.0
"Моя борьба. Книга первая. Прощание, авт. Кнаусгор К.У.",5700.0,9785001311003,2023.0,Russian,Hard,464.0,1363,30,12801,Romance,3.6
"Медвежий угол, авт.Бакман Ф.",6300.0,9785001310525,2023.0,Russian,Hard,528.0,397,30,12802,History,1.6
"Любовь. Стиль. Жизнь, авт. Доре Г.",9700.0,9785905891984,2023.0,Russian,Soft,272.0,4922,30,12803,Romance,1.5
Книга о теле,7900.0,9785906837158,2022.0,Russian,Soft,304.0,4923,30,12804,Fantasy,4.7
Книга о долголетии,7300.0,9785906837264,2017.0,Russian,Soft,296.0,4923,30,12805,Thriller,2.7
Как испортить ребенка воспитанием,5300.0,9785905891816,2015.0,Russian,Hard,240.0,4924,30,12806,Self-Help,3.4
"История о пропавшем ребенке
(Книга четвертая из серии
""Неаполитанский квартет"")",5400.0,9785906837752,2018.0,Russian,Soft,480.0,178,30,12807,Mystery,2.9
"Искусство. Почему это шедевр, авт.Панкхерст Э.",7800.0,9785905891038,2023.0,Russian,Flexible,224.0,4925,30,12808,Biography,1.1
"Дизайн. Почему это шедевр, авт.Ходж С.",7800.0,9785905891335,2023.0,Russian,Flexible,228.0,305,30,12809,Fiction,3.1
В гостях у Джейн остин,8500.0,9785001310532,2019.0,Russian,Hard,560.0,2059,30,12810,Romance,1.4
Антимамочка. Реальное материнство,5900.0,9785001310808,2019.0,Russian,Soft,352.0,4926,30,12811,Romance,0.1
Английский дом. Интимная история,8200.0,9785905891953,2022.0,Russian,Hard,440.0,2059,30,12812,Romance,4.6
Homo Deus. Краткая история будущего,7900.0,9785906837776,2022.0,Russian,Soft,496.0,174,30,12813,Mystery,4.0
Элементарная социология. Введение в историю дисциплины,9900.0,9785386122959,2019.0,Russian,Soft,463.0,4927,76,12814,History,4.8
Три метра над небом. Трижды ты,4700.0,9785386127060,2019.0,Russian,Soft,703.0,4928,76,12815,Biography,0.6
Сила разума для детей,4600.0,9789851540675,2019.0,Russian,Flexible,176.0,589,71,12816,Self-Help,2.9
"Психология до ""психологии""",6800.0,9785386100100,2018.0,Russian,Soft,288.0,4929,76,12817,History,1.1
"Поколение I. Почему поколение Интернета утратило бунтарский дух, стало более толерантным, менее счас",5900.0,9785386127831,2019.0,Russian,Hard,406.0,4930,76,12818,History,3.8
Наука влияния,5900.0,9789851538825,2022.0,Russian,Hard,192.0,71,71,12819,Mystery,1.2
Красота. Концепт. Катарсис. 4 лекции по теории искусства,5900.0,9785386120726,2018.0,Russian,Soft,180.0,4931,76,12820,Fantasy,4.2
Конвергентная культура. Столкновение старых и новых медиа,5400.0,9785386134617,2019.0,Russian,Hard,384.0,4932,76,12821,Biography,1.0
Где мой сыр?,4600.0,9789851542860,2018.0,Russian,Hard,128.0,776,71,12822,Non-Fiction,1.0
Введение в мифологию,8300.0,9785386105242,2022.0,Russian,Soft,528.0,4933,76,12823,Non-Fiction,1.1
Будущее гуманитарных наук,5800.0,9785386124991,2022.0,Russian,Soft,239.0,4268,76,12824,Mystery,2.3
Книжка со звуками. Отважные пираты,6900.0,9785431509827,2016.0,Russian,Hard,8.0,4934,349,12825,Romance,3.1
Звуковые книги. Щенок. Доброе утро!,7700.0,9785431513060,2018.0,Russian,Hard,12.0,4935,349,12826,Fiction,3.1
"Сверхдержавы искусственного интеллекта. Китай, Кремниевая долина и новый мировой порядок",9900.0,9785001461630,2019.0,Russian,Soft,240.0,4936,36,12827,Biography,3.8
"Не работайте с мудаками. И что делать, если они вокруг вас",8400.0,9785001460800,2020.0,Russian,Hard,208.0,4937,36,12828,Biography,0.1
Контракт с Богом и другие истории арендного дома,11700.0,9785001172833,2018.0,Russian,Hard,216.0,4938,36,12829,Self-Help,4.4
Как люди думают,8500.0,9785001465690,2020.0,Russian,Hard,304.0,4939,36,12830,Thriller,1.3
Искусственный интеллект на службе бизнеса. Как машинное прогнозирование помогает принимать решения,8200.0,9785001178811,2019.0,Russian,Hard,336.0,4940,36,12831,Fantasy,4.4
Agile-маркетинг. Хакерские практики для эффективного бизнеса,7400.0,9785001178873,2021.0,Russian,Hard,272.0,4941,36,12832,Fantasy,0.2
9 месяцев в ожидании брата или сестры,6300.0,9785001179566,2019.0,Russian,Hard,32.0,4942,36,12833,Non-Fiction,4.9
Эротическая история Версаля (1661–1789),6300.0,9785890593634,2019.0,Russian,Soft,352.0,4943,24,12834,History,0.8
Свобода... для чего?,4100.0,9785890592088,2014.0,Russian,Hard,288.0,4944,24,12835,Thriller,3.7
Поэма уединений. Сказание о Полифеме и Галатее,5300.0,9785890593689,2019.0,Russian,Hard,264.0,4945,24,12836,Mystery,3.5
"Молочные реки, кисельные берега",4400.0,9785890593474,2019.0,Russian,Soft,188.0,4946,24,12837,Biography,0.8
Милош Ч. Легенды современности,6500.0,9785890592477,2023.0,Russian,Hard,456.0,151,24,12838,Romance,2.9
Милош Ч. Земля Ульро,5100.0,9785890593436,2023.0,Russian,Hard,472.0,151,24,12839,History,4.8
"Милош Ч. Долина Иссы: роман. — Изд. 2е, испр",4700.0,9785890593641,2023.0,Russian,Hard,424.0,151,24,12840,Science Fiction,0.6
Лесама Лима Х. Зачарованная величина,4700.0,9785890591692,2023.0,Russian,Hard,496.0,4947,24,12841,Science Fiction,0.9
Гибель Титаника: комедия,2500.0,9785890593498,2019.0,Russian,Soft,136.0,4948,24,12842,Non-Fiction,3.8
Воображение мира: эссе,5500.0,9785890593696,2019.0,Russian,Hard,336.0,4949,24,12843,Fiction,3.8
Письмо незнакомки,2600.0,9785171130718,2023.0,Russian,Soft,352.0,427,11,12844,Non-Fiction,1.9
Пираньи Неаполя,5200.0,9785171090012,2019.0,Russian,Hard,416.0,380,233,12845,Science Fiction,1.4
Песнь Ахилла,5200.0,9785171087654,2023.0,Russian,Hard,384.0,706,233,12846,Fiction,3.9
Осень в карманах,4600.0,9785171172787,2019.0,Russian,Hard,224.0,4950,11,12847,Thriller,3.3
О тирании,5200.0,9785171059453,2018.0,Russian,Hard,192.0,806,233,12848,Romance,4.3
Люди в голом,4600.0,9785171163228,2019.0,Russian,Hard,252.0,4950,11,12849,Fantasy,1.6
"Клуб «5 часов утра». Секрет личной эффективности от монаха, который продал свой ""феррари""",7600.0,9785171185992,2019.0,Russian,Hard,480.0,69,11,12850,History,3.5
Адюльтер (новая обложка),3100.0,9785171146771,2021.0,Russian,Soft,349.0,58,11,12851,Self-Help,1.7
PRO лицо,7600.0,9785171145453,2019.0,Russian,Hard,224.0,4826,11,12852,Science Fiction,2.1
Я читаю сам. Стихи. Котик,700.0,9785431514524,2018.0,Russian,Soft,12.0,4951,349,12853,Science Fiction,2.1
Поиграем в города. Путеводитель-раскраска,2900.0,9785431513169,2018.0,Russian,Soft,40.0,4952,349,12854,Self-Help,4.5
Малышарики. Курс раннего развития 0+. Первые картинки,1400.0,9785431514425,2017.0,Russian,Soft,12.0,4953,349,12855,Self-Help,3.8
Книжки-панорамки. Объемные картинки. В дебрях джунглей,4200.0,9785431511967,2017.0,Russian,Hard,12.0,4954,349,12856,Fantasy,0.0
